post_title,post_name,post_parent,ID,post_excerpt,post_content,post_status,post_password,menu_order,post_date,post_author,comment_status,_sku,parent_sku,parent,_children,_downloadable,_virtual,_stock,_regular_price,_sale_price,_weight,_length,_width,_height,_tax_class,_visibility,_stock_status,_backorders,_sold_individually,_low_stock_amount,_manage_stock,_tax_status,_upsell_ids,_crosssell_ids,_featured,_purchase_note,_sale_price_dates_from,_sale_price_dates_to,_download_limit,_download_expiry,_product_url,_button_text,images,downloadable_files,product_page_url,meta:_yoast_wpseo_focuskw,meta:_yoast_wpseo_canonical,meta:_yoast_wpseo_bctitle,meta:_yoast_wpseo_meta-robots-adv,meta:_yoast_wpseo_is_cornerstone,meta:_yoast_wpseo_metadesc,meta:_yoast_wpseo_linkdex,meta:_yoast_wpseo_estimated-reading-time-minutes,meta:_yoast_wpseo_content_score,meta:_yoast_wpseo_title,meta:_yoast_wpseo_metakeywords
"Boras Tapeter Wallpaper Linnea - 6276",boras-tapeter-wallpaper-linnea-6276,,406519,"<h1>Care Code</h1><p><img align=""baseline"" alt=""imageedit 3 5946527801"" height=""137"" src=""https://inspiry.co.nz/wp-content/uploads/2020/09/imageedit_3_5946527801.png"" title=""imageedit 3 5946527801"" width=""130"" /></p><h1>Care CodeGuide</h1><p><span style=""font-size: 1em;"">Careful and regular maintenance is the key to prolonging the life and retaining the appearance of soft furnishings. The following notes are offered as a brief guide on the care and cleaning of wallpaper.<br /><br />Please click </span><strong style=""font-size: 1em;""><a href=""https://inspiry.co.nz/wp-content/uploads/2020/09/Wallpaper-Care-Guide.pdf""><span style=""color:#ff0033;"">here</span><span style=""color:#696969;""> </span></a></strong><span style=""font-size: 1em;"">to download.</span>","The ethereal pink twinflower and its winding green leaves are Elsa Beskow's classic motif from Blomsterfesten i Tappan (&quot;the Flowers' Festival&quot;), now a children's wallpaper border. On this romantic border, the flowers dance underneath the ceiling, which looks lovely on the walls of a small children's room.",publish,,0,"2021-02-03 22:31:38",1,open,BT-6276,,,,no,no,,167,,1.3,60,8.5,60,,,instock,no,no,,no,taxable,,,,,,,0,0,,,"https://inspiry.co.nz/wp-content/uploads/2021/04/BT-6276-1.jpg ! alt :  ! title : BT-6276-1.jpg ! desc :  ! caption :  | https://inspiry.co.nz/wp-content/uploads/2021/04/BT-6276-2.jpg ! alt :  ! title : BT-6276-2.jpg ! desc :  ! caption :  | https://inspiry.co.nz/wp-content/uploads/2021/04/BT-6276-3.jpg ! alt :  ! title : BT-6276-3.jpg ! desc :  ! caption : ",,https://inspiry.co.nz/products/boras-tapeter-wallpaper-linnea-6276/,,,,,,,,,,,
"Boras Tapeter Wallpaper Segelfarden - 6277",boras-tapeter-wallpaper-segelfarden-6277,,406521,"<h1>Care Code</h1><p><img align=""baseline"" alt=""imageedit 3 5946527801"" height=""137"" src=""https://inspiry.co.nz/wp-content/uploads/2020/09/imageedit_3_5946527801.png"" title=""imageedit 3 5946527801"" width=""130"" /></p><h1>Care CodeGuide</h1><p><span style=""font-size: 1em;"">Careful and regular maintenance is the key to prolonging the life and retaining the appearance of soft furnishings. The following notes are offered as a brief guide on the care and cleaning of wallpaper.<br /><br />Please click </span><strong style=""font-size: 1em;""><a href=""https://inspiry.co.nz/wp-content/uploads/2020/09/Wallpaper-Care-Guide.pdf""><span style=""color:#ff0033;"">here</span><span style=""color:#696969;""> </span></a></strong><span style=""font-size: 1em;"">to download.</span>","Segelfarden is a lovely wallpaper border that works well in children's rooms and summer cottages alike. In Elsa Beskow's book Sagoskatt Trip Trapp Trull (&quot;Fairytale Treasure Tic Tac Toe&quot;), three girls in straw hats and sailor's blouses set off on a sailing adventure. This fantastic border sails around the room, almost in tune with the sea shanty Who can sail without wind.",publish,,0,"2021-02-03 22:31:39",1,open,BT-6277,,,,no,no,,167,,1.3,60,8.5,60,,,instock,no,no,,no,taxable,,,,,,,0,0,,,"https://inspiry.co.nz/wp-content/uploads/2021/04/BT-6277-1.jpg ! alt :  ! title : BT-6277-1.jpg ! desc :  ! caption :  | https://inspiry.co.nz/wp-content/uploads/2021/04/BT-6277-2.jpg ! alt :  ! title : BT-6277-2.jpg ! desc :  ! caption :  | https://inspiry.co.nz/wp-content/uploads/2021/04/BT-6277-3.jpg ! alt :  ! title : BT-6277-3.jpg ! desc :  ! caption : ",,https://inspiry.co.nz/products/boras-tapeter-wallpaper-segelfarden-6277/,,,,,,,,,,,
"Boras Tapeter Wallpaper Batlek - 6278",boras-tapeter-wallpaper-batlek-6278,,406523,"<h1>Care Code</h1><p><img align=""baseline"" alt=""imageedit 3 5946527801"" height=""137"" src=""https://inspiry.co.nz/wp-content/uploads/2020/09/imageedit_3_5946527801.png"" title=""imageedit 3 5946527801"" width=""130"" /></p><h1>Care CodeGuide</h1><p><span style=""font-size: 1em;"">Careful and regular maintenance is the key to prolonging the life and retaining the appearance of soft furnishings. The following notes are offered as a brief guide on the care and cleaning of wallpaper.<br /><br />Please click </span><strong style=""font-size: 1em;""><a href=""https://inspiry.co.nz/wp-content/uploads/2020/09/Wallpaper-Care-Guide.pdf""><span style=""color:#ff0033;"">here</span><span style=""color:#696969;""> </span></a></strong><span style=""font-size: 1em;"">to download.</span>","With this wonderful border, inspired by Elsa Beskow's world, you can either sail away with Herr Peter and his friends on the hunt for new adventures, or let the deep blue sea rock you off to sleep. Decorate your child's walls with this lovely children's border.",publish,,0,"2021-02-03 22:31:40",1,open,BT-6278,,,,no,no,,167,,1.3,60,8.5,60,,,instock,no,no,,no,taxable,,,,,,,0,0,,,"https://inspiry.co.nz/wp-content/uploads/2021/04/BT-6278-1.jpg ! alt :  ! title : BT-6278-1.jpg ! desc :  ! caption :  | https://inspiry.co.nz/wp-content/uploads/2021/04/BT-6278-2.jpg ! alt :  ! title : BT-6278-2.jpg ! desc :  ! caption :  | https://inspiry.co.nz/wp-content/uploads/2021/04/BT-6278-3.jpg ! alt :  ! title : BT-6278-3.jpg ! desc :  ! caption : ",,https://inspiry.co.nz/products/boras-tapeter-wallpaper-batlek-6278/,,,,,,,,,,,
"Boras Tapeter Wallpaper Tripp Trapp Trull - 6279",boras-tapeter-wallpaper-tripp-trapp-trull-6279,,406525,"<h1>Care Code</h1><p><img align=""baseline"" alt=""imageedit 3 5946527801"" height=""137"" src=""https://inspiry.co.nz/wp-content/uploads/2020/09/imageedit_3_5946527801.png"" title=""imageedit 3 5946527801"" width=""130"" /></p><h1>Care CodeGuide</h1><p><span style=""font-size: 1em;"">Careful and regular maintenance is the key to prolonging the life and retaining the appearance of soft furnishings. The following notes are offered as a brief guide on the care and cleaning of wallpaper.<br /><br />Please click </span><strong style=""font-size: 1em;""><a href=""https://inspiry.co.nz/wp-content/uploads/2020/09/Wallpaper-Care-Guide.pdf""><span style=""color:#ff0033;"">here</span><span style=""color:#696969;""> </span></a></strong><span style=""font-size: 1em;"">to download.</span>","A beautiful children's wallpaper border that features motifs from Olle's ski trip, the Sun Egg, the children of the forest and the children of Hat Cottage  many beloved figures and childhood memories for readers young and old. This border, which features motifs from Elsa Beskow's books, is a real fairytale treasure for a children's room.",publish,,0,"2021-02-03 22:31:40",1,open,BT-6279,,,,no,no,,167,,1.3,60,8.5,60,,,instock,no,no,,no,taxable,,,,,,,0,0,,,"https://inspiry.co.nz/wp-content/uploads/2021/04/BT-6279-1.jpg ! alt :  ! title : BT-6279-1.jpg ! desc :  ! caption :  | https://inspiry.co.nz/wp-content/uploads/2021/04/BT-6279-3.jpg ! alt :  ! title : BT-6279-3.jpg ! desc :  ! caption : ",,https://inspiry.co.nz/products/boras-tapeter-wallpaper-tripp-trapp-trull-6279/,,,,,,,,,,,
"Boras Tapeter Wallpaper Blomsterparaden - 6280",boras-tapeter-wallpaper-blomsterparaden-6280,,406527,"<h1>Care Code</h1><p><img align=""baseline"" alt=""imageedit 3 5946527801"" height=""137"" src=""https://inspiry.co.nz/wp-content/uploads/2020/09/imageedit_3_5946527801.png"" title=""imageedit 3 5946527801"" width=""130"" /></p><h1>Care CodeGuide</h1><p><span style=""font-size: 1em;"">Careful and regular maintenance is the key to prolonging the life and retaining the appearance of soft furnishings. The following notes are offered as a brief guide on the care and cleaning of wallpaper.<br /><br />Please click </span><strong style=""font-size: 1em;""><a href=""https://inspiry.co.nz/wp-content/uploads/2020/09/Wallpaper-Care-Guide.pdf""><span style=""color:#ff0033;"">here</span><span style=""color:#696969;""> </span></a></strong><span style=""font-size: 1em;"">to download.</span>","Let your room fizz and your imagination run wild with this two-metre-long parade of flowers that is full of colour, plants and floral splendour. This border features illustrations from Elsa Beskow's children's book Blomsterfesten i Tappan (&quot;the Flowers' Festival&quot;).",publish,,0,"2021-02-03 22:31:41",1,open,BT-6280,,,,no,no,,167,,1.3,60,8.5,60,,,instock,no,no,,no,taxable,,,,,,,0,0,,,"https://inspiry.co.nz/wp-content/uploads/2021/04/BT-6280-1.jpg ! alt :  ! title : BT-6280-1.jpg ! desc :  ! caption :  | https://inspiry.co.nz/wp-content/uploads/2021/04/BT-6280-2.jpg ! alt :  ! title : BT-6280-2.jpg ! desc :  ! caption :  | https://inspiry.co.nz/wp-content/uploads/2021/04/BT-6280-3-scaled.jpg ! alt :  ! title : BT-6280-3.jpg ! desc :  ! caption : ",,https://inspiry.co.nz/products/boras-tapeter-wallpaper-blomsterparaden-6280/,,,,,,,,,,,
"Boras Tapeter Wallpaper Brio Trains - 6281",boras-tapeter-wallpaper-brio-trains-6281,,406529,"<h1>Care Code</h1><p><img align=""baseline"" alt=""imageedit 3 5946527801"" height=""137"" src=""https://inspiry.co.nz/wp-content/uploads/2020/09/imageedit_3_5946527801.png"" title=""imageedit 3 5946527801"" width=""130"" /></p><h1>Care CodeGuide</h1><p><span style=""font-size: 1em;"">Careful and regular maintenance is the key to prolonging the life and retaining the appearance of soft furnishings. The following notes are offered as a brief guide on the care and cleaning of wallpaper.<br /><br />Please click </span><strong style=""font-size: 1em;""><a href=""https://inspiry.co.nz/wp-content/uploads/2020/09/Wallpaper-Care-Guide.pdf""><span style=""color:#ff0033;"">here</span><span style=""color:#696969;""> </span></a></strong><span style=""font-size: 1em;"">to download.</span>","This row of classic BRIO trains is now a colourful and playful border for children's rooms. This border offers nostalgia for grown-ups, as well as a whole new world for little ones to discover.",publish,,0,"2021-02-03 22:31:41",1,open,BT-6281,,,,no,no,,167,,1.3,60,8.5,60,,,instock,no,no,,no,taxable,,,,,,,0,0,,,"https://inspiry.co.nz/wp-content/uploads/2021/04/BT-6281-1.jpg ! alt :  ! title : BT-6281-1.jpg ! desc :  ! caption :  | https://inspiry.co.nz/wp-content/uploads/2021/04/BT-6281-2-scaled.jpg ! alt :  ! title : BT-6281-2.jpg ! desc :  ! caption :  | https://inspiry.co.nz/wp-content/uploads/2021/04/BT-6281-3.jpg ! alt :  ! title : BT-6281-3.jpg ! desc :  ! caption : ",,https://inspiry.co.nz/products/boras-tapeter-wallpaper-brio-trains-6281/,,,,,,,,,,,
"Boras Tapeter Wallpaper Harvest Stripe - 6850",boras-tapeter-wallpaper-harvest-stripe-6850,,406531,"<h1>Care Code</h1><p><img align=""baseline"" alt=""imageedit 5 2242489781"" height=""133"" src=""https://inspiry.co.nz/wp-content/uploads/2020/09/imageedit_5_2242489781.png"" title=""imageedit 5 2242489781"" width=""127"" /></p><h1>Care Code Guide</h1><p><span style=""font-size: 1em;"">Careful and regular maintenance is the key to prolonging the life and retaining the appearance of soft furnishings. The following notes are offered as a brief guide on the care and cleaning of wallpaper.<br /><br />Please click <strong style=""font-size: 1em;""><a href=""https://inspiry.co.nz/wp-content/uploads/2020/09/Wallpaper-Care-Guide.pdf""><span style=""color:#ff0033;"">here<span style=""color:#696969;""> </a></strong><span style=""font-size: 1em;"">to download.","Creating a delightfully cosy feel, our textured Harvest Stripe wallpaper in light grey and white is the ideal way to welcome guests to your home. Printed on a linen structured base, this simple yet sophisticated wallpaper goes perfectly in living rooms and lounges. Harvest Stripes comes in six alternative colour schemes - make sure you seen them all!",publish,,0,"2021-02-03 22:31:42",1,open,BT-6850,,,,no,no,,147,,1.3,60,8.5,60,,,instock,no,no,,no,taxable,,,,,,,0,0,,,"https://inspiry.co.nz/wp-content/uploads/2021/04/BT-6850-1.jpg ! alt :  ! title : BT-6850-1.jpg ! desc :  ! caption :  | https://inspiry.co.nz/wp-content/uploads/2021/04/BT-6850-2.jpg ! alt :  ! title : BT-6850-2.jpg ! desc :  ! caption :  | https://inspiry.co.nz/wp-content/uploads/2021/04/BT-6850-3.jpg ! alt :  ! title : BT-6850-3.jpg ! desc :  ! caption :  | https://inspiry.co.nz/wp-content/uploads/2021/04/BT-6850-4.jpg ! alt :  ! title : BT-6850-4.jpg ! desc :  ! caption :  | https://inspiry.co.nz/wp-content/uploads/2021/04/BT-6850-5.jpg ! alt :  ! title : BT-6850-5.jpg ! desc :  ! caption : ",,https://inspiry.co.nz/products/boras-tapeter-wallpaper-harvest-stripe-6850/,,,,,,,,,,,
"Boras Tapeter Wallpaper Harvest Stripe - 6851",boras-tapeter-wallpaper-harvest-stripe-6851,,406533,"<h1>Care Code</h1><p><img align=""baseline"" alt=""imageedit 5 2242489781"" height=""133"" src=""https://inspiry.co.nz/wp-content/uploads/2020/09/imageedit_5_2242489781.png"" title=""imageedit 5 2242489781"" width=""127"" /></p><h1>Care Code Guide</h1><p><span style=""font-size: 1em;"">Careful and regular maintenance is the key to prolonging the life and retaining the appearance of soft furnishings. The following notes are offered as a brief guide on the care and cleaning of wallpaper.<br /><br />Please click <strong style=""font-size: 1em;""><a href=""https://inspiry.co.nz/wp-content/uploads/2020/09/Wallpaper-Care-Guide.pdf""><span style=""color:#ff0033;"">here<span style=""color:#696969;""> </a></strong><span style=""font-size: 1em;"">to download.","Using a simple yet chic colour palette, our Harvest Stripe design in beige tones is the perfect wallpaper for hanging in your living room or lounge. With its finely textured linen base, it adds a warm and homely feel to rooms. Choose from six uniquely beautiful colour variations.",publish,,0,"2021-02-03 22:31:43",1,open,BT-6851,,,,no,no,,147,,1.3,60,8.5,60,,,instock,no,no,,no,taxable,,,,,,,0,0,,,"https://inspiry.co.nz/wp-content/uploads/2021/04/BT-6851-1.jpg ! alt :  ! title : BT-6851-1.jpg ! desc :  ! caption :  | https://inspiry.co.nz/wp-content/uploads/2021/04/BT-6851-2.jpg ! alt :  ! title : BT-6851-2.jpg ! desc :  ! caption :  | https://inspiry.co.nz/wp-content/uploads/2021/04/BT-6851-3.jpg ! alt :  ! title : BT-6851-3.jpg ! desc :  ! caption :  | https://inspiry.co.nz/wp-content/uploads/2021/04/BT-6851-4.jpg ! alt :  ! title : BT-6851-4.jpg ! desc :  ! caption :  | https://inspiry.co.nz/wp-content/uploads/2021/04/BT-6851-5.jpg ! alt :  ! title : BT-6851-5.jpg ! desc :  ! caption : ",,https://inspiry.co.nz/products/boras-tapeter-wallpaper-harvest-stripe-6851/,,,,,,,,,,,
"Boras Tapeter Wallpaper Harvest Stripe - 6852",boras-tapeter-wallpaper-harvest-stripe-6852,,406535,"<h1>Care Code</h1><p><img align=""baseline"" alt=""imageedit 5 2242489781"" height=""133"" src=""https://inspiry.co.nz/wp-content/uploads/2020/09/imageedit_5_2242489781.png"" title=""imageedit 5 2242489781"" width=""127"" /></p><h1>Care Code Guide</h1><p><span style=""font-size: 1em;"">Careful and regular maintenance is the key to prolonging the life and retaining the appearance of soft furnishings. The following notes are offered as a brief guide on the care and cleaning of wallpaper.<br /><br />Please click <strong style=""font-size: 1em;""><a href=""https://inspiry.co.nz/wp-content/uploads/2020/09/Wallpaper-Care-Guide.pdf""><span style=""color:#ff0033;"">here<span style=""color:#696969;""> </a></strong><span style=""font-size: 1em;"">to download.","Chic in its simplicity, our Harvest Stripe wallpaper in pale pink and burgundy marries a pared back colour palette with an elegant and contemporary pattern. With its lightly textured linen base, Harvest Stripe is ideal for creating a stylish aesthetic in the living room or lounge.",publish,,0,"2021-02-03 22:31:43",1,open,BT-6852,,,,no,no,,147,,1.3,60,8.5,60,,,instock,no,no,,no,taxable,,,,,,,0,0,,,"https://inspiry.co.nz/wp-content/uploads/2021/04/BT-6852-1.jpg ! alt :  ! title : BT-6852-1.jpg ! desc :  ! caption :  | https://inspiry.co.nz/wp-content/uploads/2021/04/BT-6852-2.jpg ! alt :  ! title : BT-6852-2.jpg ! desc :  ! caption :  | https://inspiry.co.nz/wp-content/uploads/2021/04/BT-6852-3.jpg ! alt :  ! title : BT-6852-3.jpg ! desc :  ! caption :  | https://inspiry.co.nz/wp-content/uploads/2021/04/BT-6852-4.jpg ! alt :  ! title : BT-6852-4.jpg ! desc :  ! caption :  | https://inspiry.co.nz/wp-content/uploads/2021/04/BT-6852-5.jpg ! alt :  ! title : BT-6852-5.jpg ! desc :  ! caption : ",,https://inspiry.co.nz/products/boras-tapeter-wallpaper-harvest-stripe-6852/,,,,,,,,,,,
"Boras Tapeter Wallpaper Harvest Stripe - 6853",boras-tapeter-wallpaper-harvest-stripe-6853,,406537,"<h1>Care Code</h1><p><img align=""baseline"" alt=""imageedit 5 2242489781"" height=""133"" src=""https://inspiry.co.nz/wp-content/uploads/2020/09/imageedit_5_2242489781.png"" title=""imageedit 5 2242489781"" width=""127"" /></p><h1>Care Code Guide</h1><p><span style=""font-size: 1em;"">Careful and regular maintenance is the key to prolonging the life and retaining the appearance of soft furnishings. The following notes are offered as a brief guide on the care and cleaning of wallpaper.<br /><br />Please click <strong style=""font-size: 1em;""><a href=""https://inspiry.co.nz/wp-content/uploads/2020/09/Wallpaper-Care-Guide.pdf""><span style=""color:#ff0033;"">here<span style=""color:#696969;""> </a></strong><span style=""font-size: 1em;"">to download.","With its pared back colour palette in nuances of grey and elegant pattern, including a lightly textured linen base, our Harvest Stripe wallpaper is perfect for hanging in your living room or lounge area. Use it to create a simple yet chic interior aesthetic. Available in six uniquely wonderful colour palettes to suit your home styling.",publish,,0,"2021-02-03 22:31:44",1,open,BT-6853,,,,no,no,,147,,1.3,60,8.5,60,,,instock,no,no,,no,taxable,,,,,,,0,0,,,"https://inspiry.co.nz/wp-content/uploads/2021/04/BT-6853-1.jpg ! alt :  ! title : BT-6853-1.jpg ! desc :  ! caption :  | https://inspiry.co.nz/wp-content/uploads/2021/04/BT-6853-2.jpg ! alt :  ! title : BT-6853-2.jpg ! desc :  ! caption :  | https://inspiry.co.nz/wp-content/uploads/2021/04/BT-6853-3.jpg ! alt :  ! title : BT-6853-3.jpg ! desc :  ! caption :  | https://inspiry.co.nz/wp-content/uploads/2021/04/BT-6853-4.jpg ! alt :  ! title : BT-6853-4.jpg ! desc :  ! caption :  | https://inspiry.co.nz/wp-content/uploads/2021/04/BT-6853-5.jpg ! alt :  ! title : BT-6853-5.jpg ! desc :  ! caption : ",,https://inspiry.co.nz/products/boras-tapeter-wallpaper-harvest-stripe-6853/,,,,,,,,,,,
"Boras Tapeter Wallpaper Harvest Stripe - 6854",boras-tapeter-wallpaper-harvest-stripe-6854,,406539,"<h1>Care Code</h1><p><img align=""baseline"" alt=""imageedit 5 2242489781"" height=""133"" src=""https://inspiry.co.nz/wp-content/uploads/2020/09/imageedit_5_2242489781.png"" title=""imageedit 5 2242489781"" width=""127"" /></p><h1>Care Code Guide</h1><p><span style=""font-size: 1em;"">Careful and regular maintenance is the key to prolonging the life and retaining the appearance of soft furnishings. The following notes are offered as a brief guide on the care and cleaning of wallpaper.<br /><br />Please click <strong style=""font-size: 1em;""><a href=""https://inspiry.co.nz/wp-content/uploads/2020/09/Wallpaper-Care-Guide.pdf""><span style=""color:#ff0033;"">here<span style=""color:#696969;""> </a></strong><span style=""font-size: 1em;"">to download.","Beautifully coloured in shades of green and with a contemporary slim-striped pattern, our Harvest Stripe wallpaper is perfect for modern living rooms and lounge areas. The lightly textured linen base adds extra layer of detail for discerning eyes, injecting style into your home's interior.",publish,,0,"2021-02-03 22:31:45",1,open,BT-6854,,,,no,no,,147,,1.3,60,8.5,60,,,instock,no,no,,no,taxable,,,,,,,0,0,,,"https://inspiry.co.nz/wp-content/uploads/2021/04/BT-6854-1.jpg ! alt :  ! title : BT-6854-1.jpg ! desc :  ! caption :  | https://inspiry.co.nz/wp-content/uploads/2021/04/BT-6854-2.jpg ! alt :  ! title : BT-6854-2.jpg ! desc :  ! caption :  | https://inspiry.co.nz/wp-content/uploads/2021/04/BT-6854-3.jpg ! alt :  ! title : BT-6854-3.jpg ! desc :  ! caption :  | https://inspiry.co.nz/wp-content/uploads/2021/04/BT-6854-4.jpg ! alt :  ! title : BT-6854-4.jpg ! desc :  ! caption :  | https://inspiry.co.nz/wp-content/uploads/2021/04/BT-6854-5.jpg ! alt :  ! title : BT-6854-5.jpg ! desc :  ! caption : ",,https://inspiry.co.nz/products/boras-tapeter-wallpaper-harvest-stripe-6854/,,,,,,,,,,,
"Boras Tapeter Wallpaper Harvest Stripe - 6855",boras-tapeter-wallpaper-harvest-stripe-6855,,406541,"<h1>Care Code</h1><p><img align=""baseline"" alt=""imageedit 5 2242489781"" height=""133"" src=""https://inspiry.co.nz/wp-content/uploads/2020/09/imageedit_5_2242489781.png"" title=""imageedit 5 2242489781"" width=""127"" /></p><h1>Care Code Guide</h1><p><span style=""font-size: 1em;"">Careful and regular maintenance is the key to prolonging the life and retaining the appearance of soft furnishings. The following notes are offered as a brief guide on the care and cleaning of wallpaper.<br /><br />Please click <strong style=""font-size: 1em;""><a href=""https://inspiry.co.nz/wp-content/uploads/2020/09/Wallpaper-Care-Guide.pdf""><span style=""color:#ff0033;"">here<span style=""color:#696969;""> </a></strong><span style=""font-size: 1em;"">to download.","Richly coloured and elegantly patterned on a linen structure base, our Harvest Stripe wallpaper in dark blue is chic, stylish, and contemporary. Use it to add a touch of 21st century sophistication to your living room or lounge area. Available in six alternative colour schemes - which will best suit your home interior?",publish,,0,"2021-02-03 22:31:46",1,open,BT-6855,,,,no,no,,147,,1.3,60,8.5,60,,,instock,no,no,,no,taxable,,,,,,,0,0,,,"https://inspiry.co.nz/wp-content/uploads/2021/04/BT-6855-1.jpg ! alt :  ! title : BT-6855-1.jpg ! desc :  ! caption :  | https://inspiry.co.nz/wp-content/uploads/2021/04/BT-6855-2.jpg ! alt :  ! title : BT-6855-2.jpg ! desc :  ! caption :  | https://inspiry.co.nz/wp-content/uploads/2021/04/BT-6855-3.jpg ! alt :  ! title : BT-6855-3.jpg ! desc :  ! caption :  | https://inspiry.co.nz/wp-content/uploads/2021/04/BT-6855-4.jpg ! alt :  ! title : BT-6855-4.jpg ! desc :  ! caption :  | https://inspiry.co.nz/wp-content/uploads/2021/04/BT-6855-5.jpg ! alt :  ! title : BT-6855-5.jpg ! desc :  ! caption : ",,https://inspiry.co.nz/products/boras-tapeter-wallpaper-harvest-stripe-6855/,,,,,,,,,,,
"Boras Tapeter Wallpaper Shirt Stripe - 6856",boras-tapeter-wallpaper-shirt-stripe-6856,,406543,"<h1>Care Code</h1><p><img align=""baseline"" alt=""imageedit 5 2242489781"" height=""133"" src=""https://inspiry.co.nz/wp-content/uploads/2020/09/imageedit_5_2242489781.png"" title=""imageedit 5 2242489781"" width=""127"" /></p><h1>Care Code Guide</h1><p><span style=""font-size: 1em;"">Careful and regular maintenance is the key to prolonging the life and retaining the appearance of soft furnishings. The following notes are offered as a brief guide on the care and cleaning of wallpaper.<br /><br />Please click <strong style=""font-size: 1em;""><a href=""https://inspiry.co.nz/wp-content/uploads/2020/09/Wallpaper-Care-Guide.pdf""><span style=""color:#ff0033;"">here<span style=""color:#696969;""> </a></strong><span style=""font-size: 1em;"">to download.","With its simple yet sophisticated pattern, our Shirt Stripe design in white was inspired by the neutral tones of naturally coloured linen. The perfect match for rustic wood, it is ideal to hang in kitchens, creating a gorgeously contemporary aesthetic. Choose from four uniquely lovely colour schemes.",publish,,0,"2021-02-03 22:31:46",1,open,BT-6856,,,,no,no,,147,,1.3,60,8.5,60,,,instock,no,no,,no,taxable,,,,,,,0,0,,,"https://inspiry.co.nz/wp-content/uploads/2021/04/BT-6856-1.jpg ! alt :  ! title : BT-6856-1.jpg ! desc :  ! caption :  | https://inspiry.co.nz/wp-content/uploads/2021/04/BT-6856-2.jpg ! alt :  ! title : BT-6856-2.jpg ! desc :  ! caption :  | https://inspiry.co.nz/wp-content/uploads/2021/04/BT-6856-3.jpg ! alt :  ! title : BT-6856-3.jpg ! desc :  ! caption :  | https://inspiry.co.nz/wp-content/uploads/2021/04/BT-6856-4.jpg ! alt :  ! title : BT-6856-4.jpg ! desc :  ! caption :  | https://inspiry.co.nz/wp-content/uploads/2021/04/BT-6856-5.jpg ! alt :  ! title : BT-6856-5.jpg ! desc :  ! caption : ",,https://inspiry.co.nz/products/boras-tapeter-wallpaper-shirt-stripe-6856/,,,,,,,,,,,
"Boras Tapeter Wallpaper Shirt Stripe - 6857",boras-tapeter-wallpaper-shirt-stripe-6857,,406545,"<h1>Care Code</h1><p><img align=""baseline"" alt=""imageedit 5 2242489781"" height=""133"" src=""https://inspiry.co.nz/wp-content/uploads/2020/09/imageedit_5_2242489781.png"" title=""imageedit 5 2242489781"" width=""127"" /></p><h1>Care Code Guide</h1><p><span style=""font-size: 1em;"">Careful and regular maintenance is the key to prolonging the life and retaining the appearance of soft furnishings. The following notes are offered as a brief guide on the care and cleaning of wallpaper.<br /><br />Please click <strong style=""font-size: 1em;""><a href=""https://inspiry.co.nz/wp-content/uploads/2020/09/Wallpaper-Care-Guide.pdf""><span style=""color:#ff0033;"">here<span style=""color:#696969;""> </a></strong><span style=""font-size: 1em;"">to download.","With its simple striped design and pared-back colour palette printed on a linen base, our Shirt Stripe wallpaper in dove grey is the perfect ode to contemporary styling. An ideal match for rustic wood, hang it in your kitchen to create an interior with an edge. Available in four unique colour schemes to suit your home interior.",publish,,0,"2021-02-03 22:31:48",1,open,BT-6857,,,,no,no,,147,,1.3,60,8.5,60,,,instock,no,no,,no,taxable,,,,,,,0,0,,,"https://inspiry.co.nz/wp-content/uploads/2021/04/BT-6857-1.jpg ! alt :  ! title : BT-6857-1.jpg ! desc :  ! caption :  | https://inspiry.co.nz/wp-content/uploads/2021/04/BT-6857-2.jpg ! alt :  ! title : BT-6857-2.jpg ! desc :  ! caption :  | https://inspiry.co.nz/wp-content/uploads/2021/04/BT-6857-3.jpg ! alt :  ! title : BT-6857-3.jpg ! desc :  ! caption :  | https://inspiry.co.nz/wp-content/uploads/2021/04/BT-6857-4.jpg ! alt :  ! title : BT-6857-4.jpg ! desc :  ! caption :  | https://inspiry.co.nz/wp-content/uploads/2021/04/BT-6857-5.jpg ! alt :  ! title : BT-6857-5.jpg ! desc :  ! caption : ",,https://inspiry.co.nz/products/boras-tapeter-wallpaper-shirt-stripe-6857/,,,,,,,,,,,
